object_id,name,object_type,country,altitude_km,launch_year_estimate,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44
130,OBJ-130,FRAGMENT,China,3442.3,2012,11.487,18.184,105.874,-18.385,51.355,-11.721,-17.363,-68.859,3.282,-24.641,70.022,-96.775,-41.628,-14.637,253.162,-138.647,-38.253,-33.563,-23.241,-37.673,134.634,3.248,178.259,3.313,74.479,-191.537,65.797,-53.42,215.492,-152.321,6.046,22.56,-53.341,229.321,-23.165,20.856,258.713,33.424,-15.148,-145.678,5.244,93.743,52.328,-72.047
131,OBJ-131,ROCKET BODY,India,33036.52,1998,-128.294,95.367,20.205,-196.271,-38.282,14.135,8.439,16.805,76.098,81.103,-67.772,209.803,23.835,-12.511,49.987,82.907,-23.941,83.068,69.195,-49.591,-9.133,-112.817,146.593,-84.049,170.095,-103.422,82.836,-121.135,57.742,-71.465,1.32,-14.272,5.583,-56.635,-83.346,-126.471,48.722,20.909,9.796,231.061,-37.804,41.823,97.883,58.45
132,OBJ-132,FRAGMENT,USA,5063.58,2017,-92.187,-4.476,65.239,-39.463,-131.337,-66.45,-94.585,-234.732,51.33,229.057,-33.549,152.446,-135.666,43.361,-78.792,28.295,-54.667,-111.916,14.872,-248.652,-43.707,39.799,227.42,-109.39,-41.49,28.135,-18.383,33.271,-117.784,-67.837,9.676,102.315,73.367,121.19,83.075,174.612,84.096,31.0,61.639,-76.683,-94.713,7.937,-22.591,43.777
133,OBJ-133,UNKNOWN,USA,34216.51,1998,126.458,-83.869,15.745,-198.734,13.087,26.896,-25.011,174.026,145.869,-184.904,-93.77,-12.445,-107.446,-30.117,103.513,-46.412,-77.118,53.698,36.623,-2.524,-22.836,-48.403,-109.939,-31.009,34.588,-75.497,114.204,-11.119,124.165,-152.654,-36.367,-14.266,43.775,42.937,-122.762,55.784,-92.74,240.799,114.494,-72.541,137.198,-105.697,110.943,59.407
134,OBJ-134,FRAGMENT,UK,16144.85,2012,-46.316,40.282,-48.636,-25.746,-73.863,24.397,-52.655,-71.111,-46.719,-27.956,-136.744,-108.266,-36.745,9.467,-80.651,-207.057,130.278,30.453,77.791,7.693,46.306,189.361,26.403,62.979,-12.707,-133.775,-207.378,201.862,48.714,-170.655,-35.207,67.426,155.895,19.478,-88.597,-108.567,44.798,67.641,-7.103,-53.282,52.436,-98.596,-22.017,-90.897
135,OBJ-135,ROCKET BODY,Russia,6795.16,1992,-80.336,1.018,160.839,114.711,45.078,147.999,-107.698,-93.809,-52.429,0.187,12.564,72.336,54.488,29.754,174.834,-29.908,-87.98,-140.457,-114.027,-117.69,-46.984,-49.711,-79.331,-23.375,19.336,-8.858,232.538,51.994,2.869,106.85,50.199,19.669,-86.845,-42.701,-7.001,15.675,1.536,-92.065,45.522,1.371,-40.728,80.557,-1.058,63.756
136,OBJ-136,ROCKET BODY,UK,19581.73,2024,-212.998,18.494,35.497,-3.498,70.763,-18.939,103.588,-20.734,-95.981,-179.888,26.28,-49.007,214.285,81.718,-197.145,52.106,17.968,-79.442,62.74,162.275,-19.177,1.84,44.366,-37.408,-59.179,10.037,56.726,195.804,106.731,-16.7,144.07,-129.3,20.702,1.584,10.993,-163.933,-68.333,31.64,42.644,-137.079,-42.109,-85.917,-48.197,56.233
137,OBJ-137,UNKNOWN,France,31446.38,1963,-81.335,161.657,-35.505,165.821,-70.183,67.473,121.19,13.737,74.941,-45.597,66.834,88.853,-15.933,74.814,-54.655,-73.604,0.87,-109.388,-21.215,79.135,105.308,62.291,29.222,49.56,-16.904,-63.657,-43.044,-96.126,236.795,-24.267,-167.582,178.53,-8.628,-71.092,58.666,-171.444,-19.761,10.574,9.877,-88.482,1.284,42.541,76.886,156.676
138,OBJ-138,DEBRIS,Other,26402.94,2010,-20.528,-109.87,127.833,78.629,-23.728,-15.957,103.143,-75.647,2.175,-97.138,-168.524,-48.905,-177.423,26.704,62.214,-114.997,-194.817,-36.643,-96.101,-106.634,34.691,49.13,-41.399,20.01,151.821,-118.447,46.21,-33.081,-18.899,5.63,238.75,115.568,-20.652,94.567,-4.164,119.625,-62.251,-138.889,-20.765,93.449,-48.602,130.227,-138.172,177.295
139,OBJ-139,DEBRIS,Other,29067.15,1957,-135.74,28.592,-132.082,134.815,21.49,63.976,-8.416,98.041,-185.36,85.769,87.397,164.54,-79.025,-260.877,117.752,-12.302,24.095,4.843,77.578,102.305,-124.996,139.019,-22.862,27.927,12.743,0.71,-15.279,89.011,-83.297,159.815,69.263,-56.678,58.814,111.786,-36.37,-120.009,15.185,-238.416,14.15,134.104,-57.248,-129.776,22.895,37.295
140,OBJ-140,FRAGMENT,Russia,23770.8,2000,-26.278,-81.9,223.628,-76.495,-140.704,-25.006,-2.238,39.971,20.217,-173.265,89.181,-51.874,65.889,24.335,-67.698,33.507,-154.397,-92.839,-42.54,-46.555,-70.775,66.748,209.077,119.029,7.611,79.494,-208.922,58.891,132.743,11.63,43.551,-11.113,11.564,-65.05,72.304,78.734,-19.658,14.171,-65.32,-110.522,205.378,130.587,59.223,22.915
141,OBJ-141,PAYLOAD,Japan,24971.19,2001,127.063,-259.055,-17.915,-78.914,21.481,57.347,-106.317,-83.724,26.597,188.932,42.449,236.473,-97.028,39.789,-85.826,-199.993,63.546,96.913,37.749,105.511,-178.142,234.295,-13.531,106.463,-85.24,-121.425,4.691,-1.563,265.631,-11.124,-100.831,61.519,-106.595,-164.047,91.431,116.726,-62.009,-28.002,-113.435,33.354,-91.195,127.161,102.521,-96.059
142,OBJ-142,FRAGMENT,Japan,30595.17,2003,-70.731,-4.897,-126.801,34.561,-143.102,72.824,41.463,-52.241,-14.435,68.99,-42.096,19.506,-130.575,60.093,14.837,135.401,-118.642,105.778,-271.245,-144.29,61.525,44.949,-220.258,149.574,109.1,158.096,91.151,-107.648,14.488,-63.759,-71.19,18.003,95.271,-32.785,-169.979,-98.403,-22.656,-114.891,144.405,-52.342,-221.151,34.257,54.63,-19.673
143,OBJ-143,UNKNOWN,China,9108.1,1969,-94.338,3.102,190.594,-157.77,56.572,-106.666,16.963,-151.677,29.665,-105.382,30.843,138.431,65.367,-95.602,190.899,-124.913,52.202,123.442,72.608,17.006,72.2,129.91,-53.615,-121.283,84.696,-56.663,96.379,-217.828,3.091,59.896,61.129,10.706,59.026,198.846,106.954,207.998,88.639,-54.087,21.562,50.211,65.432,-61.533,-91.995,-45.577
144,OBJ-144,UNKNOWN,Russia,17700.99,1978,-112.39,62.352,-46.317,47.114,-43.516,110.238,284.395,-125.334,-122.024,102.642,-16.045,-54.01,46.488,-212.208,-153.838,-42.278,-42.951,-271.805,259.009,-121.627,-93.437,-46.925,-109.527,85.726,12.726,-63.669,25.17,-21.993,17.212,-6.437,25.086,50.56,147.469,23.196,-32.682,9.272,-113.713,-25.933,27.322,-89.744,111.642,53.217,57.709,97.568
145,OBJ-145,UNKNOWN,USA,8088.15,1977,-114.176,-21.754,24.324,-32.392,-143.654,-16.648,108.71,38.76,164.103,59.698,96.852,-131.135,-147.254,80.617,-31.412,118.127,-67.432,194.817,-0.766,-83.737,230.485,197.482,-91.977,164.582,190.112,13.428,95.777,-17.723,44.933,165.212,-129.194,35.346,72.712,115.346,159.807,4.836,-53.019,-58.291,-21.65,73.112,15.415,-17.8,74.008,30.733
146,OBJ-146,UNKNOWN,Japan,35558.02,1965,53.558,-148.9,71.769,133.0,-57.997,-46.98,31.524,-82.686,38.026,-3.877,-36.654,-230.622,-89.499,-122.453,26.019,12.536,21.057,16.605,-26.355,-193.166,243.789,-34.77,70.935,-163.266,-53.259,10.329,43.544,12.805,-140.847,-16.076,-86.21,35.802,-21.352,-92.781,-65.018,-99.822,34.26,27.167,49.82,-13.327,-161.113,-70.809,64.906,-98.194
147,OBJ-147,UNKNOWN,Europe,33995.09,1982,4.867,-82.243,118.417,67.951,-53.767,-71.001,-4.161,180.428,-177.37,-72.146,10.802,127.66,124.467,122.217,-79.595,109.609,-147.186,4.73,-46.129,-123.446,2.281,148.603,89.091,-2.009,-104.23,-223.395,22.258,-144.561,30.59,100.765,-73.97,9.135,-20.587,-48.621,-99.451,-98.014,-58.827,17.544,-17.987,-49.23,-13.591,13.823,-23.941,-84.168
148,OBJ-148,ROCKET BODY,Germany,1573.06,1965,95.686,131.696,29.977,109.671,106.852,29.82,100.131,7.092,-0.59,54.766,-173.832,6.801,85.284,-57.865,-79.939,155.368,-6.922,-10.187,55.56,-124.03,-79.737,89.192,-84.305,-54.327,-9.493,-10.817,-68.899,-87.929,27.346,-71.107,-82.52,63.89,103.58,-31.072,64.803,-219.395,126.6,79.874,-151.716,-3.73,-50.871,-87.574,-15.253,255.193
149,OBJ-149,DEBRIS,USA,25447.81,1971,201.984,-83.663,-64.732,-75.421,17.33,-0.462,-91.574,-135.282,40.672,12.292,30.53,-124.758,-119.737,-102.717,-23.339,-145.968,78.225,-132.125,-30.411,-136.535,27.38,6.667,-55.068,-2.434,-84.722,57.8,-34.721,39.186,21.593,-72.084,27.146,20.969,-76.711,-117.11,213.081,-77.685,115.675,115.713,-53.46,144.44,133.713,-118.264,99.579,-42.866
150,OBJ-150,UNKNOWN,France,33320.9,1966,-183.039,158.323,21.899,104.821,-95.628,37.081,113.964,-114.335,-111.293,-68.924,-74.955,131.82,-198.889,34.962,29.271,90.204,104.26,35.976,64.756,18.861,-82.103,149.567,-69.816,114.698,24.066,102.792,-25.636,58.504,16.7,-182.679,-102.401,23.481,-90.489,16.686,-162.275,116.626,120.986,64.419,59.76,-9.449,-84.511,-54.326,0.209,67.711
151,OBJ-151,PAYLOAD,Europe,6631.82,1998,38.008,104.998,-41.932,144.471,164.907,39.022,-108.714,105.297,53.363,-134.326,51.247,115.599,26.852,61.618,-19.506,132.549,-46.263,161.194,172.245,-176.619,95.003,-1.199,151.81,-139.574,7.32,-11.576,28.548,20.096,9.628,79.447,77.897,137.487,22.038,-81.842,83.839,-101.822,65.616,-68.199,-59.359,28.498,23.047,-172.089,-95.402,2.217
152,OBJ-152,PAYLOAD,Europe,20515.16,1980,-111.862,-31.778,24.901,-3.871,62.649,60.858,-56.152,-7.651,168.093,-85.059,78.842,138.239,-29.607,55.658,146.557,-37.581,-31.665,15.402,84.104,29.881,16.636,136.839,92.08,24.499,115.29,-35.609,80.315,-34.655,-210.132,-3.823,-148.533,43.345,-149.408,94.894,56.032,-93.124,97.699,16.834,-183.272,8.989,59.8,119.885,-40.942,-24.934
153,OBJ-153,PAYLOAD,Russia,32971.1,2005,78.89,-72.908,162.815,-73.935,-33.632,277.628,-183.818,99.199,-64.437,-50.33,-60.997,-133.979,18.174,50.161,59.26,-29.621,-149.19,-111.51,-17.467,100.589,23.827,37.805,67.694,-56.462,-45.572,72.468,-61.443,-118.706,-72.104,63.956,97.619,33.055,34.871,8.921,-3.262,-128.623,2.388,-160.511,-29.337,9.421,-85.759,51.673,149.149,117.244
154,OBJ-154,PAYLOAD,China,1376.62,1982,-27.191,104.791,75.593,-72.179,-155.383,3.969,61.408,-36.649,42.844,116.249,3.119,124.641,63.466,-70.779,38.316,-191.304,-75.071,-152.531,-111.548,-88.906,175.917,-37.722,-103.206,117.764,33.202,179.177,-139.176,95.389,85.586,169.618,305.971,-88.879,46.969,148.088,207.333,-136.126,-56.53,-47.497,-173.068,121.8,-59.497,-86.052,-134.366,-45.469
155,OBJ-155,ROCKET BODY,France,25155.54,1993,2.732,-24.091,20.665,123.901,-42.459,-73.457,24.993,-56.023,20.86,86.076,17.449,38.404,-95.627,-152.691,102.765,78.108,-156.011,-29.402,-40.822,-8.495,-61.902,32.027,-170.926,42.093,18.523,9.354,143.976,72.697,109.045,-84.667,77.875,-83.842,-24.639,-167.739,-191.328,88.758,-50.754,-254.009,-30.839,83.233,43.328,-50.97,130.028,-30.197
156,OBJ-156,PAYLOAD,Japan,10816.99,2024,-128.318,-154.565,73.849,268.435,-22.051,-201.981,-56.148,111.945,96.829,-45.007,36.806,142.762,-43.215,-38.966,40.08,-253.487,44.007,-74.403,-16.069,-33.564,-57.899,3.41,123.048,-15.775,83.253,-18.241,-96.862,-57.414,-42.286,-99.797,-54.393,114.17,140.804,-53.108,111.245,-121.485,-155.114,-35.265,118.539,-136.01,-320.394,75.875,2.413,137.485
157,OBJ-157,UNKNOWN,Russia,33290.36,2006,-42.643,56.232,81.008,-98.165,36.903,-119.532,-92.914,-85.858,-10.884,-41.119,78.986,54.273,-89.906,-114.571,-44.319,96.881,84.217,70.257,-131.86,-41.151,85.837,-44.252,191.892,-71.812,-113.042,125.686,49.01,83.322,-95.652,-78.713,-50.023,57.064,112.797,-40.742,97.286,-13.174,-34.937,-53.535,-127.173,54.865,136.196,127.31,-132.559,-38.47
158,OBJ-158,FRAGMENT,Japan,34962.73,1980,8.966,41.726,-107.787,-105.852,60.726,123.535,137.872,48.905,-106.672,99.135,65.901,17.302,-86.324,43.255,-26.315,-141.767,-45.422,137.042,108.694,-255.549,-42.2,23.299,-175.657,265.792,-89.778,-112.979,25.318,-6.908,71.697,-210.349,-112.351,91.756,-77.821,46.321,119.742,-35.529,-28.998,69.107,64.798,161.22,-101.138,10.722,79.215,-140.606
159,OBJ-159,PAYLOAD,Russia,34002.51,1975,135.608,113.771,4.172,92.141,80.658,71.992,-13.36,-21.178,90.418,26.735,-37.989,125.999,56.476,87.425,-112.944,139.069,-105.823,46.965,56.909,-112.681,160.383,40.369,224.149,27.989,-57.892,6.265,-34.434,-68.232,27.284,-19.321,107.839,19.767,65.576,-42.202,107.072,95.662,-17.045,-96.719,171.483,-23.277,4.424,-25.806,-71.16,-112.784
160,OBJ-160,ROCKET BODY,Russia,17155.84,2016,-79.456,34.959,256.253,-75.391,-161.147,-134.999,-76.73,87.872,-100.726,25.341,159.832,85.19,14.407,17.27,200.488,39.627,30.819,-8.509,-104.859,146.143,100.05,-245.453,-10.601,-141.995,-108.435,240.765,60.746,92.673,-12.207,88.42,16.302,39.749,98.454,172.241,23.536,-83.629,252.241,17.096,127.301,85.47,-135.265,-163.382,9.379,51.448
161,OBJ-161,ROCKET BODY,Russia,31055.61,1995,-55.069,-54.915,121.282,101.836,20.85,246.421,192.193,181.848,180.886,-70.338,75.199,108.177,-156.294,-0.094,93.072,100.897,-86.797,-13.253,-177.922,32.384,-37.136,50.136,16.817,-81.074,61.233,45.338,-120.763,10.017,86.185,4.904,-180.942,-14.575,8.277,-18.41,-30.507,-43.094,-72.548,-37.843,-22.762,-276.514,131.837,-32.144,-183.734,-70.117
162,OBJ-162,PAYLOAD,China,30428.65,1974,94.429,126.968,-50.344,46.535,-15.962,32.676,-65.706,-39.218,56.077,-12.342,140.514,-48.805,72.51,-31.043,-255.958,-81.278,67.194,7.108,71.785,-24.138,-181.157,74.11,-131.789,41.262,62.189,76.678,163.073,-42.811,-117.872,-157.091,-145.342,-2.673,-43.181,-90.542,-61.037,-109.242,-21.933,-42.509,-91.521,-96.614,0.052,-113.811,134.534,112.991
163,OBJ-163,FRAGMENT,Russia,11596.56,1975,-85.934,136.699,-60.321,-2.398,267.798,46.032,113.862,-54.714,-59.889,0.426,34.671,-17.241,-35.007,98.035,133.313,-133.345,193.543,-115.994,-164.334,-202.073,-145.224,145.165,-177.476,-73.003,109.206,-32.87,263.488,-128.231,116.096,-35.688,-175.713,-41.678,-110.879,-16.093,58.772,-64.024,215.458,-76.883,17.489,239.492,21.39,-116.751,-29.41,2.094
164,OBJ-164,PAYLOAD,India,29868.33,1992,114.239,23.321,-63.653,44.127,6.469,224.423,-115.099,66.581,110.865,-9.119,40.581,-173.381,77.117,-183.047,-146.593,-176.362,-88.443,60.227,8.393,59.317,-48.177,-123.6,-226.38,-60.701,-14.573,58.63,123.092,-118.971,-150.203,12.517,76.244,133.372,-55.823,-32.563,-0.624,-90.136,-68.809,30.029,18.873,76.326,55.938,123.305,-61.345,76.233
165,OBJ-165,ROCKET BODY,Germany,1486.35,2011,-0.909,6.032,86.632,38.02,-62.265,173.946,-35.495,-108.2,-0.919,73.407,-11.719,-56.012,-101.474,-120.615,52.067,109.12,-74.168,-108.082,-40.952,-91.165,40.471,-101.75,103.082,98.593,-46.239,121.586,-81.009,84.701,-82.523,96.251,-100.183,-71.181,-108.651,92.825,-21.075,-14.471,-102.94,-16.102,92.163,21.824,108.987,-11.707,19.135,35.382
166,OBJ-166,DEBRIS,Japan,21530.31,2025,30.312,-132.327,160.764,-17.961,11.037,78.114,50.229,161.647,-22.141,76.535,-44.377,79.039,-92.569,182.673,-220.403,66.294,-145.957,111.617,79.998,-123.747,110.228,20.927,-8.274,89.741,-94.716,-151.418,-232.569,45.291,-104.09,79.647,83.387,30.754,91.247,-41.181,-55.37,160.086,-19.082,-95.746,5.117,184.063,-111.871,14.074,88.534,105.978
167,OBJ-167,UNKNOWN,USA,8403.52,2003,36.752,-60.753,58.217,-175.636,-0.857,82.921,-5.784,144.602,-68.087,-91.896,97.534,56.419,25.171,-125.496,-42.813,69.841,14.611,-36.325,81.157,-113.722,-21.729,-71.293,46.078,-57.121,130.356,-9.629,47.736,-116.964,-58.246,-34.548,-55.82,-15.664,-25.514,-152.04,-40.763,-20.352,-69.116,13.186,40.269,-111.074,-26.949,40.656,-18.883,188.374
168,OBJ-168,ROCKET BODY,UK,4481.12,2005,-61.622,76.077,15.716,17.865,-198.904,92.279,24.376,-99.912,-187.818,-50.021,26.459,-97.953,-109.646,53.104,134.093,29.144,7.812,83.081,-82.128,51.065,-88.889,-118.976,113.312,117.086,-22.225,34.975,-129.337,-118.862,30.608,-34.725,79.25,95.181,52.165,17.752,77.702,117.474,109.235,30.635,-90.895,126.921,126.253,-17.81,85.374,56.474
169,OBJ-169,PAYLOAD,France,2918.0,1989,38.989,-55.728,-44.416,157.306,40.83,-24.097,-53.883,-158.312,60.439,-68.737,-13.156,128.235,-27.488,73.679,139.663,54.387,-27.056,-147.327,88.797,-7.096,-14.074,-41.341,-9.58,-71.062,-72.583,-5.636,-41.316,210.253,67.842,59.413,-25.736,22.764,126.03,-65.085,1.862,94.501,15.051,152.774,73.967,-85.75,-43.912,6.782,-2.576,51.595
170,OBJ-170,UNKNOWN,Other,25114.99,1977,-77.237,-145.684,32.937,-160.877,-31.056,28.679,-159.78,-116.058,-162.813,138.853,-102.262,297.308,-121.007,-192.625,30.678,-29.167,1.615,82.376,-28.947,86.46,2.037,-35.982,168.947,169.354,75.042,-48.713,152.282,46.463,-8.154,-59.33,94.984,46.15,21.218,-115.476,120.922,-4.26,-109.361,-58.116,-127.605,9.465,136.691,1.944,8.814,111.215
171,OBJ-171,PAYLOAD,China,12341.12,1978,-50.21,349.588,-82.012,-96.579,-2.669,57.432,146.558,-114.537,-79.329,225.349,155.512,-90.272,-39.137,-173.43,78.746,37.03,-104.367,136.253,1.896,112.572,130.495,-101.565,-82.541,53.755,-33.922,139.518,162.368,120.954,-127.761,85.536,-79.215,20.758,117.707,2.258,-135.308,96.154,31.928,-38.768,-62.752,-162.485,20.608,-42.641,-80.07,-56.393
172,OBJ-172,PAYLOAD,USA,26135.64,2004,55.869,-146.341,-193.577,42.683,-87.357,-12.678,-47.783,80.176,43.284,-46.362,11.263,-20.588,-3.185,126.471,-141.357,-85.684,-166.32,-128.158,3.946,-73.947,124.942,-102.232,-41.761,29.018,-106.697,20.363,173.167,149.225,-200.049,-65.9,-73.461,-99.217,-35.056,-13.212,62.054,23.067,19.39,-129.12,60.085,-38.361,-42.397,27.392,105.667,54.153
173,OBJ-173,DEBRIS,Europe,2502.37,1993,29.339,225.675,163.683,3.859,-109.391,-96.542,28.901,154.917,-50.068,-16.71,-122.672,-62.16,1.526,-97.294,53.833,-34.273,-75.907,-11.35,224.817,-4.27,-100.19,-12.132,-90.282,-38.48,-86.737,-70.113,9.841,-92.817,84.637,155.114,-45.533,55.036,38.646,-22.034,-100.81,-142.885,-137.321,-44.752,129.095,132.365,69.337,-8.837,67.038,-92.194
174,OBJ-174,UNKNOWN,India,11460.01,1971,-7.496,-30.742,-100.581,41.118,87.888,-26.613,70.196,79.013,15.715,84.231,8.142,-9.489,-36.475,-94.563,85.097,304.333,-191.552,33.489,-11.94,-30.302,45.409,-144.863,83.551,-60.865,9.052,98.423,89.66,174.276,72.258,23.527,83.376,-9.92,20.541,26.042,120.92,-3.888,44.606,-106.039,68.385,-51.059,-15.37,8.84,54.901,-75.891
175,OBJ-175,UNKNOWN,Other,19495.37,1991,-125.873,-8.456,-32.483,-69.932,110.846,-98.793,30.876,-23.619,-121.37,-70.721,-20.092,27.391,33.335,-52.088,256.975,3.892,-88.453,38.387,-167.19,-136.18,-85.385,-146.472,111.356,-232.65,-107.231,138.975,-199.144,-107.782,107.087,-195.965,-108.223,-76.139,-70.152,-57.889,123.589,20.595,49.937,110.404,-3.239,49.308,85.018,0.415,106.688,-47.576
176,OBJ-176,DEBRIS,UK,28499.52,1988,-100.916,-67.228,65.636,116.246,41.81,6.437,-70.859,34.25,-34.846,86.491,-24.195,-69.733,14.78,-97.048,-62.322,-197.162,30.973,-33.955,-71.471,-121.792,-82.56,7.151,-45.292,-29.415,-8.559,114.075,-149.915,72.92,-13.245,64.044,-57.659,-141.085,-30.934,11.594,-141.025,176.297,-134.612,51.42,-2.314,-48.675,-47.901,195.558,-104.93,126.858
177,OBJ-177,ROCKET BODY,USA,11584.09,1967,27.671,78.284,143.447,4.69,-181.08,-178.046,115.976,-86.978,16.339,-2.087,57.626,-27.692,-8.937,52.627,1.63,-40.859,5.967,-51.584,73.804,-16.417,103.868,150.564,-139.315,-1.05,-86.478,-41.562,-28.82,-11.598,66.816,25.484,-24.994,-81.727,141.519,-58.959,-76.558,-93.166,-121.171,-107.675,-90.785,43.066,85.672,98.977,7.117,-14.031
178,OBJ-178,PAYLOAD,Other,22591.95,1966,73.214,-143.977,25.713,69.699,48.306,34.104,51.368,109.721,-95.147,-174.374,-19.954,8.724,-62.585,-118.204,7.812,-105.752,-177.378,25.326,-28.407,-5.707,-19.931,73.304,123.061,-182.61,-94.599,-37.241,84.13,72.349,-63.955,48.615,39.907,76.409,-34.487,82.225,-72.281,45.783,-35.006,-97.708,-36.943,74.479,43.752,77.588,110.873,-78.068
179,OBJ-179,FRAGMENT,USA,31913.44,2013,-110.965,-184.033,-119.371,32.028,-179.594,-163.127,19.877,43.203,168.636,-130.043,-30.55,47.16,106.824,-196.576,69.858,15.922,104.935,35.255,1.496,-5.488,63.986,122.262,-88.075,82.338,-48.795,-104.009,-42.641,-21.071,48.059,225.189,-39.622,176.187,-166.264,-2.376,126.258,-123.079,-62.207,-55.216,-191.581,-67.809,-33.86,47.006,-3.51,75.925
180,OBJ-180,PAYLOAD,India,22232.54,1981,-83.983,161.017,-30.135,17.549,-66.118,-40.347,17.558,77.32,-63.742,-33.785,136.24,146.649,38.629,115.636,88.051,-88.936,-19.457,-62.74,-43.195,-5.332,53.473,-180.506,-40.28,-16.037,15.928,25.399,80.266,54.902,-47.968,-26.128,57.763,11.84,-34.624,174.976,-59.408,154.292,59.642,129.829,165.897,-86.539,-182.305,42.611,14.765,-164.726
181,OBJ-181,PAYLOAD,UK,8509.27,1958,13.419,-80.397,-67.849,62.683,86.556,50.41,168.226,-72.754,137.842,122.295,-173.957,-1.448,-103.611,-113.291,106.092,-21.183,-129.932,-82.504,-281.661,-81.599,-7.949,-140.86,-107.326,121.471,31.95,109.856,-115.355,136.19,-81.425,-155.247,-74.782,-99.673,-75.293,-49.488,69.001,122.371,-43.274,-61.02,221.621,-40.223,47.85,-28.218,11.91,-187.11
182,OBJ-182,ROCKET BODY,Europe,1034.52,2020,11.279,74.609,-3.821,18.649,65.76,79.115,-73.006,-16.86,-16.781,-89.253,-5.138,-56.184,64.888,-75.202,98.796,-73.984,-36.435,121.138,-77.801,212.144,33.299,1.065,28.746,-68.366,92.433,56.418,10.203,111.965,23.2,126.754,98.901,41.638,45.592,35.716,-66.119,-119.892,-17.599,-17.524,-194.281,-42.404,107.508,112.071,47.291,-25.295
183,OBJ-183,PAYLOAD,Russia,31344.34,1991,-162.396,-108.546,123.198,-119.02,45.697,67.236,41.526,72.507,-156.848,-53.41,92.885,69.634,87.549,82.986,-148.112,19.718,-58.301,10.767,-7.729,23.18,20.385,83.622,-76.996,123.642,-78.306,175.207,54.988,-6.19,17.977,-177.956,75.651,107.738,61.479,112.971,107.545,174.115,-105.85,153.324,-143.418,-202.402,19.221,32.929,-192.352,-26.838
184,OBJ-184,DEBRIS,Japan,922.3,1963,16.156,70.842,-253.739,108.736,131.29,31.973,-52.863,144.351,-113.69,21.112,62.693,40.017,-8.156,7.024,-261.32,-62.74,-86.774,-227.17,-176.947,-57.553,-115.045,63.804,70.141,-44.903,139.151,-194.037,75.74,-95.357,91.161,-74.64,-57.286,192.123,35.813,53.622,117.469,107.709,94.851,41.537,136.238,33.493,-224.457,58.371,11.906,104.344
185,OBJ-185,DEBRIS,Europe,31509.31,1974,-59.837,168.355,-41.139,81.813,56.002,-111.927,-193.631,-60.81,17.608,-166.876,102.005,-19.283,-1.509,111.234,-51.438,35.688,81.259,121.751,-117.884,40.232,48.733,-134.417,-55.976,-5.029,272.095,14.018,-45.156,-29.755,-128.457,4.21,72.059,126.412,-40.948,14.044,166.99,126.521,-75.952,-144.79,-78.472,38.164,113.967,-29.38,39.696,120.036
186,OBJ-186,UNKNOWN,Russia,19117.11,2023,164.105,-52.712,-48.405,-210.685,-201.902,98.061,-196.273,78.045,103.278,29.855,202.157,48.502,-205.887,84.514,-3.542,194.858,-110.632,-59.714,-34.0,-85.122,-70.6,113.571,53.784,21.562,-41.995,83.166,2.866,44.417,92.712,-89.875,-109.159,22.427,5.918,33.606,-17.144,156.989,-103.179,-183.11,138.511,-179.668,39.803,-87.077,39.272,-10.15
187,OBJ-187,FRAGMENT,China,33816.19,1998,24.92,-193.344,-125.676,-65.42,-36.953,-109.64,-101.464,-71.207,176.978,-154.374,169.895,-38.315,-84.344,-45.343,-61.327,-115.441,18.465,6.674,-33.132,2.674,-106.909,-8.135,-92.468,-4.166,-176.718,-60.89,-154.074,65.2,12.989,-6.377,16.176,57.508,-31.527,50.753,0.279,112.617,5.171,9.414,75.39,83.896,61.776,113.553,160.021,-20.801
188,OBJ-188,PAYLOAD,Germany,28788.39,1995,42.147,168.879,58.549,104.236,-4.161,109.458,-65.844,211.719,12.822,56.718,-115.553,-53.038,84.369,102.192,-45.97,72.386,-134.132,37.486,39.442,40.07,85.464,77.773,122.626,30.436,-174.158,-113.152,-10.508,107.002,106.796,-13.58,-78.968,-72.261,-144.683,29.787,-13.912,-33.628,107.364,230.132,-32.089,-39.977,-7.957,12.921,-58.484,-77.633
189,OBJ-189,PAYLOAD,France,35925.96,1997,44.736,92.624,-141.498,-182.693,-15.874,62.77,217.295,-41.482,-117.724,-80.878,-161.07,-189.932,-78.262,16.777,-33.625,-245.283,-3.69,-148.368,-27.686,55.094,-59.132,-60.508,-49.99,-192.455,-49.681,-120.717,108.168,-73.106,105.764,153.582,31.331,79.695,-11.21,-1.47,2.638,150.232,45.297,135.574,94.47,32.828,-193.195,-47.907,164.781,-10.987
